CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,RF_Score,Segment
C7375,43,6,30026.96,4,3,5,435,43,Loyal
C7376,52,6,11598.01,4,3,2,432,43,Loyal
C7377,67,8,37602.21,3,4,5,345,34,Potential
C7378,208,9,25247.45,1,5,4,154,15,Big Spenders
C7379,186,9,13365.34,2,5,2,252,25,Big Spenders
C7380,36,6,19468.83,4,3,3,433,43,Loyal
C7381,40,10,44922.33,4,5,5,455,45,Champions
C7382,5,13,63048.26,5,5,5,555,55,Champions
C7383,16,4,7398.6900000000005,5,2,1,521,52,Potential
C7384,2,7,30978.33,5,4,5,545,54,Champions
C7385,110,14,43022.52,2,5,5,255,25,Big Spenders
C7386,196,3,14396.419999999998,1,1,2,112,11,At Risk / Lost
C7387,30,9,12866.130000000001,4,5,2,452,45,Champions
C7388,343,6,23396.62,1,3,4,134,13,Needs Attention
C7389,74,3,9778.1,3,1,1,311,31,Needs Attention
C7390,58,7,33157.34,4,4,5,445,44,Champions
C7391,108,8,38237.24,2,4,5,245,24,Big Spenders
C7392,22,7,37158.8,5,4,5,545,54,Champions
C7393,15,3,3479.75,5,1,1,511,51,Needs Attention
C7394,51,7,19684.57,4,4,3,443,44,Champions
C7395,379,5,10904.92,1,2,2,122,12,At Risk / Lost
C7396,166,7,22618.96,2,4,4,244,24,Big Spenders
C7397,25,9,23122.34,5,5,4,554,55,Champions
C7398,268,6,29766.67,1,3,5,135,13,Needs Attention
C7399,273,3,6897.86,1,1,1,111,11,At Risk / Lost
C7400,15,7,24868.6,5,4,4,544,54,Champions
C7401,24,7,32501.43,5,4,5,545,54,Champions
C7402,231,7,28134.93,1,4,5,145,14,Big Spenders
C7403,138,6,33969.47,2,3,5,235,23,Needs Attention
C7404,54,9,24855.33,4,5,4,454,45,Champions
C7405,15,6,11735.7,5,3,2,532,53,Loyal
C7406,363,2,11889.18,1,1,2,112,11,At Risk / Lost
C7407,180,6,28493.63,2,3,5,235,23,Needs Attention
C7408,238,7,22711.91,1,4,4,144,14,Big Spenders
C7409,1,9,45385.2,5,5,5,555,55,Champions
C7410,104,5,9997.44,3,2,1,321,32,Potential
C7411,128,5,18782.96,2,2,3,223,22,At Risk / Lost
C7412,32,6,10482.05,4,3,2,432,43,Loyal
C7413,273,4,15028.93,1,2,2,122,12,At Risk / Lost
C7414,125,5,23614.09,2,2,4,224,22,At Risk / Lost
C7415,95,10,28100.21,3,5,4,354,35,Potential
C7416,25,7,18887.19,5,4,3,543,54,Champions
C7417,105,6,19406.79,3,3,3,333,33,Potential
C7418,76,8,23215.23,3,4,4,344,34,Potential
C7419,23,5,9466.73,5,2,1,521,52,Potential
C7420,30,10,22451.76,4,5,4,454,45,Champions
C7421,50,5,14973.42,4,2,2,422,42,Potential
C7422,130,8,30827.41,2,4,5,245,24,Big Spenders
C7423,208,8,13483.09,1,4,2,142,14,Big Spenders
C7424,47,9,39475.31,4,5,5,455,45,Champions
C7425,165,9,22806.45,2,5,4,254,25,Big Spenders
C7426,84,3,14655.98,3,1,2,312,31,Needs Attention
C7427,76,4,10146.53,3,2,1,321,32,Potential
C7428,186,3,17043.82,2,1,3,213,21,At Risk / Lost
C7429,8,7,19588.74,5,4,3,543,54,Champions
C7430,25,6,17925.47,5,3,3,533,53,Loyal
C7431,350,2,2599.99,1,1,1,111,11,At Risk / Lost
C7432,139,7,20184.39,2,4,3,243,24,Big Spenders
C7433,167,5,13885.579999999998,2,2,2,222,22,At Risk / Lost
C7434,102,10,19205.46,3,5,3,353,35,Potential
C7435,152,8,19203.81,2,4,3,243,24,Big Spenders
C7436,22,11,42987.57,5,5,5,555,55,Champions
C7437,410,5,12884.74,1,2,2,122,12,At Risk / Lost
C7438,107,3,9973.76,2,1,1,211,21,At Risk / Lost
C7439,62,3,10430.77,3,1,1,311,31,Needs Attention
C7440,157,4,12934.94,2,2,2,222,22,At Risk / Lost
C7441,24,9,36448.229999999996,5,5,5,555,55,Champions
C7442,220,4,12499.98,1,2,2,122,12,At Risk / Lost
C7443,59,9,19795.32,4,5,3,453,45,Champions
C7444,16,6,25826.18,5,3,4,534,53,Loyal
C7445,27,7,10111.710000000001,5,4,1,541,54,Champions
C7446,14,9,33235.68,5,5,5,555,55,Champions
C7447,42,6,24069.54,4,3,4,434,43,Loyal
C7448,254,6,10693.2,1,3,2,132,13,Needs Attention
C7449,41,8,28887.6,4,4,5,445,44,Champions
C7450,31,13,29559.17,4,5,5,455,45,Champions
C7451,179,6,16254.44,2,3,3,233,23,Needs Attention
C7452,139,5,18074.96,2,2,3,223,22,At Risk / Lost
C7453,13,7,22195.91,5,4,4,544,54,Champions
C7454,46,3,14502.489999999998,4,1,2,412,41,Needs Attention
C7455,37,4,11754.39,4,2,2,422,42,Potential
C7456,21,6,14547.330000000002,5,3,2,532,53,Loyal
C7457,100,5,13990.83,3,2,2,322,32,Potential
C7458,101,2,4727.88,3,1,1,311,31,Needs Attention
C7459,142,6,22309.32,2,3,4,234,23,Needs Attention
C7460,136,11,35881.06,2,5,5,255,25,Big Spenders
C7461,56,7,15185.220000000001,4,4,2,442,44,Champions
C7462,3,5,14043.48,5,2,2,522,52,Potential
C7463,69,4,5859.39,3,2,1,321,32,Potential
C7464,68,4,13541.5,3,2,2,322,32,Potential
C7465,22,8,20478.28,5,4,3,543,54,Champions
C7466,98,8,24389.809999999998,3,4,4,344,34,Potential
C7467,87,5,5303.67,3,2,1,321,32,Potential
C7468,17,9,34706.21,5,5,5,555,55,Champions
C7469,37,3,13928.460000000001,4,1,2,412,41,Needs Attention
C7470,5,8,19857.899999999998,5,4,3,543,54,Champions
C7471,130,11,41453.729999999996,2,5,5,255,25,Big Spenders
C7472,25,8,40350.950000000004,5,4,5,545,54,Champions
C7473,18,4,19995.980000000003,5,2,3,523,52,Potential
C7474,28,5,16166.79,4,2,3,423,42,Potential
C7475,360,7,29987.96,1,4,5,145,14,Big Spenders
C7476,7,10,31754.4,5,5,5,555,55,Champions
C7477,52,9,17977.12,4,5,3,453,45,Champions
C7478,244,1,1141.97,1,1,1,111,11,At Risk / Lost
C7479,10,8,16930.38,5,4,3,543,54,Champions
C7480,156,10,14960.1,2,5,2,252,25,Big Spenders
C7481,25,8,29594.42,5,4,5,545,54,Champions
C7482,314,8,19396.8,1,4,3,143,14,Big Spenders
C7483,3,9,17965.829999999998,5,5,3,553,55,Champions
C7484,153,3,4975.289999999999,2,1,1,211,21,At Risk / Lost
C7485,142,4,7047.04,2,2,1,221,22,At Risk / Lost
C7486,58,7,18559.17,4,4,3,443,44,Champions
C7487,45,4,24289.43,4,2,4,424,42,Potential
C7488,110,6,12752.77,2,3,2,232,23,Needs Attention
C7489,602,1,1209.64,1,1,1,111,11,At Risk / Lost
C7490,109,9,17828.52,2,5,3,253,25,Big Spenders
C7491,144,10,29384.41,2,5,5,255,25,Big Spenders
C7492,45,5,10169.82,4,2,1,421,42,Potential
C7493,32,10,37720.35,4,5,5,455,45,Champions
C7494,28,7,15238.68,4,4,2,442,44,Champions
C7495,183,4,11548.869999999999,2,2,2,222,22,At Risk / Lost
C7496,159,8,15882.94,2,4,3,243,24,Big Spenders
C7497,7,6,18414.61,5,3,3,533,53,Loyal
C7498,53,6,12420.5,4,3,2,432,43,Loyal
C7499,32,5,12183.470000000001,4,2,2,422,42,Potential
C7500,124,4,12916.64,2,2,2,222,22,At Risk / Lost
C7501,117,11,22549.08,2,5,4,254,25,Big Spenders
C7502,5,12,50979.450000000004,5,5,5,555,55,Champions
C7503,118,7,27854.71,2,4,4,244,24,Big Spenders
C7504,247,3,8856.6,1,1,1,111,11,At Risk / Lost
C7505,13,4,9957.28,5,2,1,521,52,Potential
C7506,13,10,32395.98,5,5,5,555,55,Champions
C7507,71,7,24862.83,3,4,4,344,34,Potential
C7508,39,4,11464.61,4,2,2,422,42,Potential
C7509,6,10,45178.36,5,5,5,555,55,Champions
C7510,35,8,26376.32,4,4,4,444,44,Champions
C7511,52,5,7725.530000000001,4,2,1,421,42,Potential
C7512,314,4,11330.73,1,2,2,122,12,At Risk / Lost
C7513,22,7,24393.3,5,4,4,544,54,Champions
C7514,157,4,11825.23,2,2,2,222,22,At Risk / Lost
C7515,9,7,20929.95,5,4,3,543,54,Champions
C7516,368,2,9511.34,1,1,1,111,11,At Risk / Lost
C7517,29,8,18864.97,4,4,3,443,44,Champions
C7518,149,3,15056.06,2,1,2,212,21,At Risk / Lost
C7519,216,7,27481.12,1,4,4,144,14,Big Spenders
C7520,32,3,6460.5,4,1,1,411,41,Needs Attention
C7521,36,8,17591.54,4,4,3,443,44,Champions
C7522,22,9,14932.34,5,5,2,552,55,Champions
C7523,39,4,3640.5600000000004,4,2,1,421,42,Potential
C7524,350,1,2494.78,1,1,1,111,11,At Risk / Lost
C7525,236,7,22844.03,1,4,4,144,14,Big Spenders
C7526,223,3,11978.81,1,1,2,112,11,At Risk / Lost
C7527,63,13,34994.72,3,5,5,355,35,Potential
C7528,306,6,26818.399999999998,1,3,4,134,13,Needs Attention
C7529,231,5,31002.449999999997,1,2,5,125,12,At Risk / Lost
C7530,29,6,16899.44,4,3,3,433,43,Loyal
C7531,35,10,25636.519999999997,4,5,4,454,45,Champions
C7532,202,4,13923.25,1,2,2,122,12,At Risk / Lost
C7533,51,7,22155.07,4,4,4,444,44,Champions
C7534,24,3,15100.740000000002,5,1,2,512,51,Needs Attention
C7535,105,5,21473.09,3,2,4,324,32,Potential
C7536,203,7,16184.65,1,4,3,143,14,Big Spenders
C7537,357,4,12947.2,1,2,2,122,12,At Risk / Lost
C7538,15,10,25113.5,5,5,4,554,55,Champions
C7539,46,7,23986.579999999998,4,4,4,444,44,Champions
C7540,128,6,18460.989999999998,2,3,3,233,23,Needs Attention
C7541,74,8,22666.77,3,4,4,344,34,Potential
C7542,92,4,18284.05,3,2,3,323,32,Potential
C7543,63,6,14165.880000000001,3,3,2,332,33,Potential
C7544,136,7,14161.119999999999,2,4,2,242,24,Big Spenders
C7545,78,9,15891.42,3,5,3,353,35,Potential
C7546,120,3,3646.0000000000005,2,1,1,211,21,At Risk / Lost
C7547,102,5,18613.35,3,2,3,323,32,Potential
C7548,19,5,16585.39,5,2,3,523,52,Potential
C7549,99,9,34151.270000000004,3,5,5,355,35,Potential
C7550,86,7,15426.74,3,4,2,342,34,Potential
C7551,34,7,8516.72,4,4,1,441,44,Champions
C7552,1,12,41081.3,5,5,5,555,55,Champions
C7553,109,4,32185.82,2,2,5,225,22,At Risk / Lost
C7554,118,6,19375.43,2,3,3,233,23,Needs Attention
C7555,91,6,25514.030000000002,3,3,4,334,33,Potential
C7556,74,5,19142.18,3,2,3,323,32,Potential
C7557,103,5,9710.17,3,2,1,321,32,Potential
C7558,116,2,2164.04,2,1,1,211,21,At Risk / Lost
C7559,305,2,10667.16,1,1,2,112,11,At Risk / Lost
C7560,5,7,17009.14,5,4,3,543,54,Champions
C7561,229,5,16873.38,1,2,3,123,12,At Risk / Lost
C7562,41,4,8827.99,4,2,1,421,42,Potential
C7563,30,10,19432.86,4,5,3,453,45,Champions
C7564,162,8,19690.98,2,4,3,243,24,Big Spenders
C7565,63,8,39879.83,3,4,5,345,34,Potential
C7566,159,7,24815.14,2,4,4,244,24,Big Spenders
C7567,230,4,17651.38,1,2,3,123,12,At Risk / Lost
C7568,128,2,2248.8999999999996,2,1,1,211,21,At Risk / Lost
C7569,48,8,22671.37,4,4,4,444,44,Champions
C7570,189,2,3020.5,1,1,1,111,11,At Risk / Lost
C7571,355,5,15706.45,1,2,3,123,12,At Risk / Lost
C7572,71,10,31834.78,3,5,5,355,35,Potential
C7573,25,8,20399.59,5,4,3,543,54,Champions
C7574,120,5,5798.76,2,2,1,221,22,At Risk / Lost
C7575,24,6,18311.22,5,3,3,533,53,Loyal
C7576,34,7,19090.4,4,4,3,443,44,Champions
C7577,248,2,1356.88,1,1,1,111,11,At Risk / Lost
C7578,123,3,17304.35,2,1,3,213,21,At Risk / Lost
C7579,64,3,16162.460000000001,3,1,3,313,31,Needs Attention
C7580,9,4,7838.49,5,2,1,521,52,Potential
C7581,131,5,16722.83,2,2,3,223,22,At Risk / Lost
C7582,358,3,4434.3,1,1,1,111,11,At Risk / Lost
C7583,29,11,49605.82,4,5,5,455,45,Champions
C7584,334,4,20652.91,1,2,3,123,12,At Risk / Lost
C7585,39,7,27658.46,4,4,4,444,44,Champions
C7586,57,4,9856.52,4,2,1,421,42,Potential
C7587,87,7,16215.23,3,4,3,343,34,Potential
C7588,12,8,28407.52,5,4,5,545,54,Champions
C7589,136,7,32052.75,2,4,5,245,24,Big Spenders
C7590,12,6,6965.84,5,3,1,531,53,Loyal
C7591,21,12,24851.41,5,5,4,554,55,Champions
C7592,107,7,37625.44,2,4,5,245,24,Big Spenders
C7593,238,8,37972.61,1,4,5,145,14,Big Spenders
C7594,605,1,4952.4,1,1,1,111,11,At Risk / Lost
C7595,4,6,39046.340000000004,5,3,5,535,53,Loyal
C7596,56,4,9488.380000000001,4,2,1,421,42,Potential
C7597,15,8,15398.17,5,4,2,542,54,Champions
C7598,79,13,43362.57,3,5,5,355,35,Potential
C7599,10,3,9507.61,5,1,1,511,51,Needs Attention
C7600,88,8,35099.77,3,4,5,345,34,Potential
C7601,121,3,6174.1,2,1,1,211,21,At Risk / Lost
C7602,129,9,30703.11,2,5,5,255,25,Big Spenders
C7603,8,7,32769.21,5,4,5,545,54,Champions
C7604,56,11,42364.33,4,5,5,455,45,Champions
C7605,92,3,8123.79,3,1,1,311,31,Needs Attention
C7606,79,6,23790.329999999998,3,3,4,334,33,Potential
C7607,56,5,31786.05,4,2,5,425,42,Potential
C7608,7,5,19733.19,5,2,3,523,52,Potential
C7609,130,6,22946.16,2,3,4,234,23,Needs Attention
C7610,42,12,27733.16,4,5,4,454,45,Champions
C7611,14,7,34226.67,5,4,5,545,54,Champions
C7612,117,6,10869.970000000001,2,3,2,232,23,Needs Attention
C7613,26,10,32949.78,5,5,5,555,55,Champions
C7614,84,9,31927.67,3,5,5,355,35,Potential
C7615,143,9,17223.64,2,5,3,253,25,Big Spenders
C7616,26,8,34525.52,5,4,5,545,54,Champions
C7617,139,9,24476.75,2,5,4,254,25,Big Spenders
C7618,22,3,10889.84,5,1,2,512,51,Needs Attention
C7619,195,10,45948.72,1,5,5,155,15,Big Spenders
C7620,72,2,4328.26,3,1,1,311,31,Needs Attention
C7621,39,9,13994.880000000001,4,5,2,452,45,Champions
C7622,5,11,30354.83,5,5,5,555,55,Champions
C7623,285,7,20948.46,1,4,4,144,14,Big Spenders
C7624,48,7,18025.079999999998,4,4,3,443,44,Champions
C7625,55,8,24511.530000000002,4,4,4,444,44,Champions
C7626,11,9,13757.64,5,5,2,552,55,Champions
C7627,17,9,25665.579999999998,5,5,4,554,55,Champions
C7628,11,5,14127.46,5,2,2,522,52,Potential
C7629,16,5,4183.88,5,2,1,521,52,Potential
C7630,153,6,23367.43,2,3,4,234,23,Needs Attention
C7631,8,9,25658.66,5,5,4,554,55,Champions
C7632,325,9,20003.58,1,5,3,153,15,Big Spenders
C7633,194,3,11437.080000000002,1,1,2,112,11,At Risk / Lost
C7634,170,6,13818.73,2,3,2,232,23,Needs Attention
C7635,119,8,19401.68,2,4,3,243,24,Big Spenders
C7636,148,4,10713.42,2,2,2,222,22,At Risk / Lost
C7637,70,10,32074.67,3,5,5,355,35,Potential
C7638,138,9,30920.85,2,5,5,255,25,Big Spenders
C7639,119,5,16792.05,2,2,3,223,22,At Risk / Lost
C7640,48,1,7009.92,4,1,1,411,41,Needs Attention
C7641,82,13,54195.479999999996,3,5,5,355,35,Potential
C7642,133,9,27778.76,2,5,4,254,25,Big Spenders
C7643,85,5,1704.2300000000005,3,2,1,321,32,Potential
C7644,81,4,11036.36,3,2,2,322,32,Potential
C7645,159,3,15191.369999999999,2,1,2,212,21,At Risk / Lost
C7646,54,5,11987.6,4,2,2,422,42,Potential
C7647,83,8,18670.81,3,4,3,343,34,Potential
C7648,41,6,14081.07,4,3,2,432,43,Loyal
C7649,216,5,16283.42,1,2,3,123,12,At Risk / Lost
C7650,86,9,35750.909999999996,3,5,5,355,35,Potential
C7651,11,9,11143.28,5,5,2,552,55,Champions
C7652,301,2,6450.9400000000005,1,1,1,111,11,At Risk / Lost
C7653,82,5,13233.5,3,2,2,322,32,Potential
C7654,31,7,25635.96,4,4,4,444,44,Champions
C7655,72,5,14010.26,3,2,2,322,32,Potential
C7656,340,6,17733.38,1,3,3,133,13,Needs Attention
C7657,423,4,18683.69,1,2,3,123,12,At Risk / Lost
C7658,144,7,19901.280000000002,2,4,3,243,24,Big Spenders
C7659,20,3,8940.93,5,1,1,511,51,Needs Attention
C7660,141,5,9581.83,2,2,1,221,22,At Risk / Lost
C7661,70,11,45039.299999999996,3,5,5,355,35,Potential
C7662,558,3,8086.54,1,1,1,111,11,At Risk / Lost
C7663,50,5,21990.09,4,2,4,424,42,Potential
C7664,4,7,20295.84,5,4,3,543,54,Champions
C7665,48,8,13583.95,4,4,2,442,44,Champions
C7666,11,6,25655.33,5,3,4,534,53,Loyal
C7667,4,6,18076.14,5,3,3,533,53,Loyal
C7668,217,7,16064.53,1,4,3,143,14,Big Spenders
C7669,62,4,21495.98,3,2,4,324,32,Potential
C7670,76,7,18129.85,3,4,3,343,34,Potential
C7671,87,12,36940.21,3,5,5,355,35,Potential
C7672,4,9,51741.57,5,5,5,555,55,Champions
C7673,91,6,16139.68,3,3,3,333,33,Potential
C7674,67,6,15778.03,3,3,3,333,33,Potential
C7675,103,4,6661.34,3,2,1,321,32,Potential
C7676,64,7,19355.81,3,4,3,343,34,Potential
C7677,41,6,27881.29,4,3,4,434,43,Loyal
C7678,11,9,13588.43,5,5,2,552,55,Champions
C7679,391,3,7868.910000000001,1,1,1,111,11,At Risk / Lost
C7680,101,6,35068.56,3,3,5,335,33,Potential
C7681,46,7,30761.47,4,4,5,445,44,Champions
C7682,35,5,15582.220000000001,4,2,2,422,42,Potential
C7683,34,3,10178.6,4,1,1,411,41,Needs Attention
C7684,37,5,10350.779999999999,4,2,1,421,42,Potential
C7685,182,5,13535.220000000001,2,2,2,222,22,At Risk / Lost
C7686,30,5,13714.67,4,2,2,422,42,Potential
C7687,238,7,16755.48,1,4,3,143,14,Big Spenders
C7688,74,6,9318.86,3,3,1,331,33,Potential
C7689,25,7,22551.34,5,4,4,544,54,Champions
C7690,125,10,34669.47,2,5,5,255,25,Big Spenders
C7691,160,4,15695.54,2,2,3,223,22,At Risk / Lost
C7692,102,6,18303.23,3,3,3,333,33,Potential
C7693,31,11,23829.99,4,5,4,454,45,Champions
C7694,432,4,5898.33,1,2,1,121,12,At Risk / Lost
C7695,6,6,21248.26,5,3,4,534,53,Loyal
C7696,20,11,17563.4,5,5,3,553,55,Champions
C7697,21,8,19770.2,5,4,3,543,54,Champions
C7698,254,2,8329.73,1,1,1,111,11,At Risk / Lost
C7699,76,5,12093.82,3,2,2,322,32,Potential
C7700,5,5,11526.11,5,2,2,522,52,Potential
C7701,373,1,2727.32,1,1,1,111,11,At Risk / Lost
C7702,104,6,27655.9,3,3,4,334,33,Potential
C7703,38,5,18312.61,4,2,3,423,42,Potential
C7704,78,9,35971.58,3,5,5,355,35,Potential
C7705,53,7,17932.28,4,4,3,443,44,Champions
C7706,229,2,2439.67,1,1,1,111,11,At Risk / Lost
C7707,41,5,11416.880000000001,4,2,2,422,42,Potential
C7708,8,6,14829.2,5,3,2,532,53,Loyal
C7709,196,6,16391.9,1,3,3,133,13,Needs Attention
C7710,60,7,24970.86,3,4,4,344,34,Potential
C7711,323,1,7834.95,1,1,1,111,11,At Risk / Lost
C7712,27,6,24629.559999999998,5,3,4,534,53,Loyal
C7713,530,3,4589.08,1,1,1,111,11,At Risk / Lost
C7714,2,4,27258.24,5,2,4,524,52,Potential
C7715,326,3,14377.27,1,1,2,112,11,At Risk / Lost
C7716,123,2,10639.34,2,1,2,212,21,At Risk / Lost
C7717,133,4,13568.93,2,2,2,222,22,At Risk / Lost
C7718,127,9,32007.99,2,5,5,255,25,Big Spenders
C7719,1,8,10994.37,5,4,2,542,54,Champions
C7720,19,8,37667.94,5,4,5,545,54,Champions
C7721,19,8,26765.079999999998,5,4,4,544,54,Champions
C7722,175,5,5928.24,2,2,1,221,22,At Risk / Lost
C7723,59,9,23342.1,4,5,4,454,45,Champions
C7724,83,5,27946.47,3,2,4,324,32,Potential
C7725,43,3,8645.380000000001,4,1,1,411,41,Needs Attention
C7726,57,8,21567.17,4,4,4,444,44,Champions
C7727,140,6,20799.59,2,3,3,233,23,Needs Attention
C7728,95,10,30327.68,3,5,5,355,35,Potential
C7729,47,6,16797.25,4,3,3,433,43,Loyal
C7730,89,9,22373.079999999998,3,5,4,354,35,Potential
C7731,122,9,36381.52,2,5,5,255,25,Big Spenders
C7732,148,3,2398.6400000000003,2,1,1,211,21,At Risk / Lost
C7733,10,7,15322.64,5,4,2,542,54,Champions
C7734,306,8,33292.39,1,4,5,145,14,Big Spenders
C7735,6,6,24798.47,5,3,4,534,53,Loyal
C7736,19,8,19292.85,5,4,3,543,54,Champions
C7737,55,5,23285.16,4,2,4,424,42,Potential
C7738,373,7,22363.98,1,4,4,144,14,Big Spenders
C7739,162,8,29473.33,2,4,5,245,24,Big Spenders
C7740,26,5,17349.93,5,2,3,523,52,Potential
C7741,87,4,9708.81,3,2,1,321,32,Potential
C7742,329,3,13024.09,1,1,2,112,11,At Risk / Lost
C7743,186,5,10357.300000000001,2,2,1,221,22,At Risk / Lost
C7744,74,13,28179.2,3,5,5,355,35,Potential
C7745,273,4,18532.79,1,2,3,123,12,At Risk / Lost
C7746,4,7,30441.62,5,4,5,545,54,Champions
C7747,256,8,17599.3,1,4,3,143,14,Big Spenders
C7748,12,6,14191.64,5,3,2,532,53,Loyal
C7749,7,15,46225.26,5,5,5,555,55,Champions
C7750,45,7,29211.02,4,4,5,445,44,Champions
C7751,158,4,7337.52,2,2,1,221,22,At Risk / Lost
C7752,55,8,32415.289999999997,4,4,5,445,44,Champions
C7753,32,6,10575.66,4,3,2,432,43,Loyal
C7754,34,4,9141.2,4,2,1,421,42,Potential
C7755,3,6,28618.62,5,3,5,535,53,Loyal
C7756,151,4,3043.0299999999997,2,2,1,221,22,At Risk / Lost
C7757,47,9,26439.13,4,5,4,454,45,Champions
C7758,53,2,7496.57,4,1,1,411,41,Needs Attention
C7759,9,2,3152.99,5,1,1,511,51,Needs Attention
C7760,117,9,47531.35,2,5,5,255,25,Big Spenders
C7761,99,4,13192.49,3,2,2,322,32,Potential
C7762,71,9,30670.32,3,5,5,355,35,Potential
C7763,155,4,7837.2,2,2,1,221,22,At Risk / Lost
C7764,91,5,32196.24,3,2,5,325,32,Potential
C7765,84,8,30385.55,3,4,5,345,34,Potential
C7766,1,3,16680.739999999998,5,1,3,513,51,Needs Attention
C7767,60,6,38911.91,3,3,5,335,33,Potential
C7768,143,3,8607.44,2,1,1,211,21,At Risk / Lost
C7769,92,3,15240.34,3,1,2,312,31,Needs Attention
C7770,78,6,29508.03,3,3,5,335,33,Potential
C7771,105,4,11642.79,3,2,2,322,32,Potential
C7772,7,7,18740.99,5,4,3,543,54,Champions
C7773,297,2,4146.86,1,1,1,111,11,At Risk / Lost
C7774,59,5,13673.99,4,2,2,422,42,Potential
C7775,145,3,6862.68,2,1,1,211,21,At Risk / Lost
C7776,9,8,26556.98,5,4,4,544,54,Champions
C7777,186,6,21861.12,2,3,4,234,23,Needs Attention
C7778,104,3,4537.46,3,1,1,311,31,Needs Attention
C7779,136,7,26375.85,2,4,4,244,24,Big Spenders
C7780,101,6,23949.06,3,3,4,334,33,Potential
C7781,154,3,9763.99,2,1,1,211,21,At Risk / Lost
C7782,196,4,23043.190000000002,1,2,4,124,12,At Risk / Lost
C7783,23,5,17868.2,5,2,3,523,52,Potential
C7784,242,9,23353.04,1,5,4,154,15,Big Spenders
C7785,254,6,23790.78,1,3,4,134,13,Needs Attention
C7786,15,7,20511.0,5,4,3,543,54,Champions
C7787,272,2,6391.29,1,1,1,111,11,At Risk / Lost
C7788,15,5,10902.720000000001,5,2,2,522,52,Potential
C7789,58,11,49546.700000000004,4,5,5,455,45,Champions
C7790,97,3,8232.2,3,1,1,311,31,Needs Attention
C7791,49,5,5108.96,4,2,1,421,42,Potential
C7792,143,5,22755.85,2,2,4,224,22,At Risk / Lost
C7793,250,5,8416.65,1,2,1,121,12,At Risk / Lost
C7794,1,11,23655.11,5,5,4,554,55,Champions
C7795,31,9,14996.94,4,5,2,452,45,Champions
C7796,365,3,7998.65,1,1,1,111,11,At Risk / Lost
C7797,36,8,29822.47,4,4,5,445,44,Champions
C7798,67,11,31193.34,3,5,5,355,35,Potential
C7799,124,8,9518.35,2,4,1,241,24,Big Spenders
C7800,23,6,23700.04,5,3,4,534,53,Loyal
C7801,31,5,10925.85,4,2,2,422,42,Potential
C7802,74,8,27343.83,3,4,4,344,34,Potential
C7803,40,11,26362.0,4,5,4,454,45,Champions
C7804,59,6,15418.400000000001,4,3,2,432,43,Loyal
C7805,18,8,20051.05,5,4,3,543,54,Champions
C7806,45,5,17899.28,4,2,3,423,42,Potential
C7807,134,7,19316.02,2,4,3,243,24,Big Spenders
C7808,38,5,16930.04,4,2,3,423,42,Potential
C7809,20,5,9961.31,5,2,1,521,52,Potential
C7810,311,10,19048.96,1,5,3,153,15,Big Spenders
C7811,21,7,13386.800000000001,5,4,2,542,54,Champions
C7812,1,6,17769.85,5,3,3,533,53,Loyal
C7813,38,14,41700.6,4,5,5,455,45,Champions
C7814,16,5,25275.14,5,2,4,524,52,Potential
C7815,69,4,6651.5,3,2,1,321,32,Potential
C7816,9,9,18796.3,5,5,3,553,55,Champions
C7817,167,4,16039.84,2,2,3,223,22,At Risk / Lost
C7818,2,6,21467.829999999998,5,3,4,534,53,Loyal
C7819,6,8,26362.09,5,4,4,544,54,Champions
C7820,84,8,32517.06,3,4,5,345,34,Potential
C7821,1,4,32397.96,5,2,5,525,52,Potential
C7822,6,5,14409.22,5,2,2,522,52,Potential
C7823,228,5,5306.780000000001,1,2,1,121,12,At Risk / Lost
C7824,260,5,7318.139999999999,1,2,1,121,12,At Risk / Lost
C7825,177,4,9325.16,2,2,1,221,22,At Risk / Lost
C7826,3,6,20380.02,5,3,3,533,53,Loyal
C7827,307,3,11619.64,1,1,2,112,11,At Risk / Lost
C7828,178,5,16027.93,2,2,3,223,22,At Risk / Lost
C7829,134,8,15340.45,2,4,2,242,24,Big Spenders
C7830,25,6,11167.34,5,3,2,532,53,Loyal
C7831,60,4,15390.329999999998,3,2,2,322,32,Potential
C7832,66,7,36608.48,3,4,5,345,34,Potential
C7833,57,8,19585.98,4,4,3,443,44,Champions
C7834,2,11,25174.8,5,5,4,554,55,Champions
C7835,161,5,20498.04,2,2,3,223,22,At Risk / Lost
C7836,240,4,16040.58,1,2,3,123,12,At Risk / Lost
C7837,97,6,10592.85,3,3,2,332,33,Potential
C7838,35,16,42347.99,4,5,5,455,45,Champions
C7839,14,9,49184.64,5,5,5,555,55,Champions
C7840,22,5,12405.92,5,2,2,522,52,Potential
C7841,239,10,40768.87,1,5,5,155,15,Big Spenders
C7842,60,6,22134.1,3,3,4,334,33,Potential
C7843,185,8,23017.66,2,4,4,244,24,Big Spenders
C7844,95,5,16129.77,3,2,3,323,32,Potential
C7845,6,4,6165.79,5,2,1,521,52,Potential
C7846,61,5,10238.13,3,2,1,321,32,Potential
C7847,57,6,13119.68,4,3,2,432,43,Loyal
C7848,3,9,13150.56,5,5,2,552,55,Champions
C7849,56,5,21776.54,4,2,4,424,42,Potential
C7850,36,5,17031.58,4,2,3,423,42,Potential
C7851,47,7,18270.04,4,4,3,443,44,Champions
C7852,45,7,35059.65,4,4,5,445,44,Champions
