InvoiceNo,OrderDate,CustomerID,ProductID,ProductName,Category,Quantity,UnitPrice,Revenue
I145490,2023-05-28 11:32:40,C6457,P0249,Product_249,Electronics,1,2892.68,2892.68
I145491,2024-05-28 06:06:55,C7123,P0219,Product_219,Food,1,1966.42,1966.42
I145492,2024-12-17 15:15:19,C8148,P0212,Product_212,Sports,3,2091.09,6273.27
I145493,2024-02-02 04:41:09,C3192,P0098,Product_98,Food,5,1311.25,6556.25
I145494,2024-02-12 10:18:47,C5150,P0103,Product_103,Beauty,1,977.35,977.35
I145495,2024-04-04 00:48:39,C2624,P0090,Product_90,Electronics,4,1443.03,5772.12
I145496,2024-11-02 01:34:42,C7443,P0108,Product_108,Home,2,2278.88,4557.76
I145497,2023-03-31 16:53:48,C3430,P0154,Product_154,Beauty,1,1493.89,1493.89
I145498,2023-06-12 17:33:59,C5600,P0087,Product_87,Sports,3,2202.34,6607.02
I145499,2023-10-25 07:12:45,C7073,P0275,Product_275,Clothing,1,1558.46,1558.46
I145500,2024-01-27 22:20:26,C8013,P0147,Product_147,Home,2,1848.21,3696.42
I145501,2024-03-12 03:56:02,C2873,P0123,Product_123,Food,3,988.11,2964.33
I145502,2024-09-14 14:16:59,C6417,P0266,Product_266,Food,1,2235.27,2235.27
I145503,2023-01-05 23:35:05,C8698,P0027,Product_27,Sports,1,639.04,639.04
I145504,2024-03-12 17:15:53,C8592,P0203,Product_203,Beauty,2,526.8,1053.6
I145505,2024-06-25 23:49:29,C3893,P0182,Product_182,Clothing,1,384.75,384.75
I145506,2024-12-29 23:06:39,C6365,P0180,Product_180,Electronics,1,455.69,455.69
I145507,2024-02-17 23:58:13,C5481,P0209,Product_209,Beauty,2,64.93,129.86
I145508,2023-03-15 09:42:40,C8738,P0244,Product_244,Home,4,1141.97,4567.88
I145509,2023-11-23 03:22:05,C4514,P0077,Product_77,Clothing,4,2325.25,9301.0
I145510,2023-01-25 23:59:18,C6160,P0297,Product_297,Home,1,2321.48,2321.48
I145511,2024-04-10 23:42:21,C2310,P0175,Product_175,Sports,1,1953.26,1953.26
I145512,2023-02-06 04:11:27,C8001,P0201,Product_201,Electronics,1,1943.99,1943.99
I145513,2024-12-08 23:32:58,C4411,P0021,Product_21,Home,4,1854.97,7419.88
I145514,2023-11-12 23:28:11,C7816,P0028,Product_28,Sports,1,1566.99,1566.99
I145515,2023-10-30 00:45:21,C5051,P0153,Product_153,Food,-1,477.44,-477.44
I145516,2023-12-31 06:54:22,C4556,P0008,Product_8,Home,2,2605.22,5210.44
I145517,2023-01-20 01:57:08,C4208,P0048,Product_48,Electronics,3,1584.2,4752.6
I145518,2024-10-25 19:24:03,C7798,P0073,Product_73,Electronics,1,66.29,66.29
I145519,2023-04-04 18:52:21,C3455,P0287,Product_287,Sports,1,1423.51,1423.51
I145520,2023-04-23 19:35:53,C5240,P0036,Product_36,Electronics,3,2434.77,7304.31
I145521,2023-03-01 16:31:56,C3565,P0011,Product_11,Sports,2,110.72,221.44
I145522,2024-10-16 03:09:17,C2968,P0232,Product_232,Beauty,1,1532.78,1532.78
I145523,2024-02-17 07:31:18,C2263,P0183,Product_183,Sports,2,2777.85,5555.7
I145524,2024-07-08 20:22:45,C1240,P0172,Product_172,Food,1,98.93,98.93
I145525,2023-11-12 23:36:31,C8050,P0280,Product_280,Electronics,2,2397.59,4795.18
I145526,2023-02-25 16:59:05,C6431,P0182,Product_182,Clothing,4,384.75,1539.0
I145527,2023-08-09 20:03:56,C7647,P0125,Product_125,Clothing,1,722.41,722.41
I145528,2023-07-24 02:12:30,C4774,P0289,Product_289,Electronics,3,895.3,2685.9
I145529,2024-01-15 15:38:29,C4872,P0195,Product_195,Food,2,1050.14,2100.28
I145530,2023-03-18 19:27:54,C3989,P0206,Product_206,Sports,4,77.13,308.52
I145531,2024-11-25 03:54:29,C5296,P0047,Product_47,Food,3,969.55,2908.65
I145532,2023-10-01 05:41:14,C4858,P0076,Product_76,Food,2,2200.57,4401.14
I145533,2024-09-28 13:50:17,C1037,P0172,Product_172,Food,2,98.93,197.86
I145534,2024-04-29 17:43:15,C8571,P0048,Product_48,Electronics,1,1584.2,1584.2
I145535,2023-08-24 19:01:23,C5160,P0149,Product_149,Food,2,201.86,403.72
I145536,2023-10-30 12:51:50,C8381,P0250,Product_250,Home,3,2566.38,7699.14
I145537,2023-05-05 11:35:58,C5988,P0072,Product_72,Clothing,4,636.21,2544.84
I145538,2024-03-07 15:41:43,C3381,P0176,Product_176,Clothing,2,564.38,1128.76
I145539,2023-12-11 09:48:46,C2996,P0130,Product_130,Beauty,1,1556.7,1556.7
I145540,2024-03-10 18:07:26,C2303,P0073,Product_73,Electronics,1,66.29,66.29
I145541,2023-10-12 09:09:32,C7333,P0101,Product_101,Sports,2,142.72,285.44
I145542,2023-03-12 20:00:06,C8240,P0082,Product_82,Clothing,3,1888.73,5666.19
I145543,2024-06-03 17:00:04,C6328,P0298,Product_298,Clothing,2,686.67,1373.34
I145544,2024-10-28 16:35:55,C4346,P0291,Product_291,Home,1,139.98,139.98
I145545,2024-12-09 17:28:15,C7319,P0194,Product_194,Clothing,2,1917.65,3835.3
I145546,2024-06-18 01:57:49,C7587,P0099,Product_99,Food,1,124.99,124.99
I145547,2024-10-21 03:21:43,C5997,P0161,Product_161,Sports,3,1134.96,3404.88
I145548,2024-12-21 05:18:17,C5594,P0241,Product_241,Beauty,-1,2824.35,-2824.35
I145549,2023-07-20 13:06:47,C6381,P0094,Product_94,Beauty,1,1705.77,1705.77
I145550,2023-11-20 06:54:57,C7792,P0195,Product_195,Food,3,1050.14,3150.42
I145551,2024-03-25 07:05:36,C6315,P0104,Product_104,Home,2,1550.28,3100.56
I145552,2024-09-12 16:42:12,C3062,P0023,Product_23,Beauty,2,911.83,1823.66
I145553,2023-02-13 22:13:20,C3463,P0151,Product_151,Electronics,2,2729.38,5458.76
I145554,2023-11-17 23:48:39,C2997,P0051,Product_51,Beauty,1,2910.27,2910.27
I145555,2023-08-08 23:57:23,C8137,P0005,Product_5,Clothing,1,510.25,510.25
I145556,2024-11-09 05:59:22,C8990,P0244,Product_244,Home,1,1141.97,1141.97
I145557,2023-11-11 05:22:46,C6970,P0256,Product_256,Home,2,1692.56,3385.12
I145558,2024-04-09 09:51:42,C4527,P0241,Product_241,Beauty,2,2824.35,5648.7
I145559,2024-08-30 23:27:49,C5891,P0064,Product_64,Clothing,1,1102.42,1102.42
I145560,2024-01-11 10:20:34,C6656,P0247,Product_247,Sports,2,1313.14,2626.28
I145561,2023-12-27 16:04:41,C3762,P0289,Product_289,Electronics,1,895.3,895.3
I145562,2023-10-29 19:45:29,C8098,P0114,Product_114,Home,2,2433.96,4867.92
I145563,2023-03-13 13:14:24,C5387,P0184,Product_184,Beauty,1,2638.15,2638.15
I145564,2023-08-14 12:38:04,C1259,P0015,Product_15,Beauty,7,586.38,4104.66
I145565,2023-07-23 16:57:22,C3916,P0278,Product_278,Food,1,1967.39,1967.39
I145566,2024-06-20 17:55:14,C1194,P0074,Product_74,Home,3,2455.61,7366.83
I145567,2024-06-24 17:55:51,C7251,P0207,Product_207,Food,1,349.34,349.34
I145568,2023-04-25 11:33:55,C6931,P0074,Product_74,Home,1,2455.61,2455.61
I145569,2023-12-14 06:53:01,C7475,P0082,Product_82,Clothing,6,1888.73,11332.38
I145570,2024-02-01 12:09:09,C3503,P0155,Product_155,Food,3,2957.67,8873.01
I145571,2023-11-21 23:21:21,C3614,P0256,Product_256,Home,1,1692.56,1692.56
I145572,2024-08-10 20:54:32,C7551,P0059,Product_59,Electronics,1,183.42,183.42
I145573,2024-06-06 07:20:55,C1488,P0294,Product_294,Food,4,1112.56,4450.24
I145574,2023-04-21 19:26:01,C3958,P0282,Product_282,Sports,4,1047.09,4188.36
I145575,2024-08-05 03:32:41,C6904,P0001,Product_1,Sports,4,1154.89,4619.56
I145576,2023-09-07 04:22:36,C1261,P0192,Product_192,Electronics,2,2696.79,5393.58
I145577,2023-02-25 03:59:58,C5881,P0037,Product_37,Home,1,948.61,948.61
I145578,2023-12-23 17:09:04,C2432,P0266,Product_266,Food,2,2235.27,4470.54
I145579,2024-04-25 10:49:29,C5358,P0286,Product_286,Food,1,156.03,156.03
I145580,2024-03-04 11:12:42,C3204,P0022,Product_22,Beauty,1,461.51,461.51
I145581,2024-06-27 08:55:35,C4284,P0120,Product_120,Food,4,1641.06,6564.24
I145582,2023-10-01 08:15:52,C4796,P0029,Product_29,Sports,3,1797.62,5392.86
I145583,2023-01-18 03:05:10,C2353,P0111,Product_111,Food,3,904.77,2714.31
I145584,2023-07-04 13:35:53,C7003,P0061,Product_61,Clothing,2,1196.6,2393.2
I145585,2024-07-22 20:40:08,C7739,P0072,Product_72,Clothing,2,636.21,1272.42
I145586,2024-02-27 03:45:37,C1067,P0206,Product_206,Sports,-1,77.13,-77.13
I145587,2023-11-23 06:52:29,C4750,P0042,Product_42,Home,2,1510.77,3021.54
I145588,2023-04-18 12:53:44,C2614,P0059,Product_59,Electronics,-1,183.42,-183.42
I145589,2024-04-02 02:42:31,C2410,P0261,Product_261,Beauty,1,1864.27,1864.27
I145590,2023-03-30 03:32:15,C8518,P0114,Product_114,Home,3,2433.96,7301.88
I145591,2024-06-02 00:20:32,C7210,P0220,Product_220,Home,3,2555.21,7665.63
I145592,2023-07-13 14:31:31,C5943,P0253,Product_253,Clothing,2,2560.85,5121.7
I145593,2024-07-17 22:19:41,C7213,P0143,Product_143,Electronics,2,1516.88,3033.76
I145594,2023-12-27 17:53:52,C2606,P0195,Product_195,Food,3,1050.14,3150.42
I145595,2023-02-03 08:29:27,C5646,P0100,Product_100,Clothing,3,368.28,1104.84
I145596,2024-09-12 06:03:45,C1374,P0156,Product_156,Beauty,3,764.06,2292.18
I145597,2023-02-17 05:30:44,C6709,P0143,Product_143,Electronics,2,1516.88,3033.76
I145598,2023-11-02 18:45:08,C4829,P0241,Product_241,Beauty,1,2824.35,2824.35
I145599,2024-03-05 03:48:41,C4660,P0228,Product_228,Sports,-1,1209.64,-1209.64
I145600,2024-12-22 04:29:51,C8493,P0053,Product_53,Electronics,2,2821.52,5643.04
I145601,2024-11-26 19:40:21,C7048,P0272,Product_272,Electronics,6,2439.83,14638.98
I145602,2023-07-17 15:39:56,C5014,P0044,Product_44,Clothing,3,2732.5,8197.5
I145603,2023-04-23 12:36:01,C8430,P0056,Product_56,Beauty,1,2769.53,2769.53
I145604,2023-04-08 14:57:22,C2162,P0263,Product_263,Sports,1,463.25,463.25
I145605,2023-09-19 17:56:07,C7918,P0050,Product_50,Clothing,1,595.32,595.32
I145606,2024-09-16 22:48:34,C8963,P0076,Product_76,Food,1,2200.57,2200.57
I145607,2023-01-29 05:06:15,C5835,P0225,Product_225,Sports,1,832.35,832.35
I145608,2024-12-02 09:57:51,C3578,P0037,Product_37,Home,5,948.61,4743.05
I145609,2023-03-21 20:23:36,C3208,P0230,Product_230,Clothing,2,1911.86,3823.72
I145610,2024-08-22 18:23:51,C6201,P0127,Product_127,Home,1,2463.14,2463.14
I145611,2024-07-10 14:19:07,C7459,P0081,Product_81,Home,2,2596.16,5192.32
I145612,2023-01-05 08:17:38,C8553,P0158,Product_158,Beauty,2,2296.78,4593.56
I145613,2023-09-09 19:26:02,C3829,P0203,Product_203,Beauty,1,526.8,526.8
I145614,2024-07-17 21:20:54,C6463,P0227,Product_227,Food,1,2920.38,2920.38
I145615,2023-11-29 14:04:13,C6151,P0282,Product_282,Sports,1,1047.09,1047.09
I145616,2023-03-22 15:38:31,C8942,P0143,Product_143,Electronics,3,1516.88,4550.64
I145617,2024-11-02 04:28:02,C6616,P0155,Product_155,Food,4,2957.67,11830.68
I145618,2024-06-01 07:57:34,C1039,P0142,Product_142,Electronics,1,792.76,792.76
I145619,2024-02-19 17:47:53,C2979,P0074,Product_74,Home,1,2455.61,2455.61
I145620,2024-09-06 10:49:46,C5605,P0068,Product_68,Electronics,1,2416.48,2416.48
I145621,2023-08-09 10:44:56,C8580,P0260,Product_260,Home,3,336.67,1010.01
I145622,2023-07-19 13:41:05,C1234,P0029,Product_29,Sports,1,1797.62,1797.62
I145623,2023-11-02 12:14:07,C1519,P0145,Product_145,Home,2,890.28,1780.56
I145624,2023-09-08 16:07:30,C4454,P0057,Product_57,Electronics,5,311.05,1555.25
I145625,2023-01-27 21:14:44,C2128,P0037,Product_37,Home,5,948.61,4743.05
I145626,2024-09-01 20:33:48,C3744,P0273,Product_273,Sports,2,2607.86,5215.72
I145627,2024-06-11 23:15:14,C5580,P0175,Product_175,Sports,1,1953.26,1953.26
I145628,2024-01-09 01:52:48,C3876,P0034,Product_34,Beauty,1,2849.21,2849.21
I145629,2024-08-10 11:55:33,C1900,P0246,Product_246,Electronics,3,2788.54,8365.62
I145630,2023-08-13 19:51:49,C3902,P0059,Product_59,Electronics,3,183.42,550.26
I145631,2024-06-24 01:01:35,C1314,P0111,Product_111,Food,1,904.77,904.77
I145632,2023-11-13 07:21:15,C6542,P0069,Product_69,Electronics,3,269.92,809.76
I145633,2023-01-03 05:15:41,C2086,P0270,Product_270,Home,1,916.1,916.1
I145634,2024-05-19 03:15:13,C6645,P0084,Product_84,Home,3,237.5,712.5
I145635,2024-10-19 12:41:38,C6711,P0241,Product_241,Beauty,1,2824.35,2824.35
I145636,2023-03-02 01:55:55,C6210,P0175,Product_175,Sports,2,1953.26,3906.52
I145637,2023-04-08 08:48:17,C1039,P0004,Product_4,Sports,2,1816.04,3632.08
I145638,2024-05-31 06:53:39,C3456,P0283,Product_283,Sports,1,1157.97,1157.97
I145639,2023-03-21 14:42:12,C3813,P0143,Product_143,Electronics,1,1516.88,1516.88
I145640,2023-10-25 01:45:22,C1189,P0044,Product_44,Clothing,2,2732.5,5465.0
I145641,2023-09-12 00:59:42,C6389,P0072,Product_72,Clothing,1,636.21,636.21
I145642,2024-10-24 00:06:48,C2515,P0152,Product_152,Food,2,756.71,1513.42
I145643,2024-09-15 15:09:14,C8859,P0206,Product_206,Sports,3,77.13,231.39
I145644,2023-02-11 14:42:05,C5606,P0049,Product_49,Clothing,4,1662.8,6651.2
I145645,2023-05-26 04:40:26,C1771,P0161,Product_161,Sports,3,1134.96,3404.88
I145646,2023-12-30 15:47:30,C3553,P0148,Product_148,Sports,2,1532.9,3065.8
I145647,2023-08-20 04:15:47,C2718,P0248,Product_248,Sports,3,2901.63,8704.89
I145648,2024-09-05 23:08:42,C3813,P0277,Product_277,Food,4,2404.97,9619.88
I145649,2024-12-17 04:47:26,C2859,P0282,Product_282,Sports,2,1047.09,2094.18
I145650,2023-09-24 12:06:48,C8247,P0051,Product_51,Beauty,2,2910.27,5820.54
I145651,2023-04-11 04:36:13,C1530,P0277,Product_277,Food,1,2404.97,2404.97
I145652,2023-05-06 12:41:00,C2140,P0002,Product_2,Electronics,2,2854.61,5709.22
I145653,2024-07-12 05:48:32,C8445,P0022,Product_22,Beauty,4,461.51,1846.04
I145654,2023-02-14 09:22:11,C4801,P0223,Product_223,Sports,1,326.34,326.34
I145655,2024-06-23 18:38:29,C5887,P0282,Product_282,Sports,1,1047.09,1047.09
I145656,2024-12-24 18:40:30,C3169,P0264,Product_264,Beauty,1,1579.07,1579.07
I145657,2023-02-18 02:43:34,C7322,P0190,Product_190,Beauty,3,763.46,2290.38
I145658,2024-02-15 13:56:43,C6601,P0220,Product_220,Home,1,2555.21,2555.21
I145659,2023-11-23 10:58:06,C6625,P0052,Product_52,Clothing,1,2336.64,2336.64
I145660,2024-07-10 05:55:29,C6507,P0161,Product_161,Sports,2,1134.96,2269.92
I145661,2024-06-07 19:44:35,C6607,P0176,Product_176,Clothing,1,564.38,564.38
I145662,2024-07-02 06:32:00,C2904,P0207,Product_207,Food,2,349.34,698.68
I145663,2023-09-02 01:18:18,C7753,P0263,Product_263,Sports,3,463.25,1389.75
I145664,2023-11-25 09:41:53,C2833,P0138,Product_138,Home,1,2123.91,2123.91
I145665,2024-09-12 00:09:07,C7148,P0005,Product_5,Clothing,1,510.25,510.25
I145666,2024-09-17 09:04:10,C5026,P0141,Product_141,Food,4,2889.22,11556.88
I145667,2023-06-29 21:37:03,C6082,P0027,Product_27,Sports,1,639.04,639.04
I145668,2024-10-31 03:27:23,C8032,P0298,Product_298,Clothing,1,686.67,686.67
I145669,2024-12-25 09:59:13,C7819,P0142,Product_142,Electronics,1,792.76,792.76
I145670,2023-02-28 07:21:13,C7213,P0223,Product_223,Sports,2,326.34,652.68
I145671,2024-06-25 15:03:06,C3708,P0009,Product_9,Sports,2,1823.29,3646.58
I145672,2024-06-15 16:02:38,C2540,P0172,Product_172,Food,3,98.93,296.79
I145673,2024-08-25 14:25:50,C1644,P0296,Product_296,Food,3,1590.62,4771.86
I145674,2024-09-16 03:25:57,C7533,P0112,Product_112,Clothing,1,525.6,525.6
I145675,2024-12-08 16:13:41,C6910,P0026,Product_26,Home,3,2366.27,7098.81
I145676,2024-04-13 21:46:50,C6938,P0250,Product_250,Home,2,2566.38,5132.76
I145677,2023-10-16 23:37:24,C8419,P0144,Product_144,Electronics,2,937.59,1875.18
I145678,2024-08-23 18:18:03,C1823,P0222,Product_222,Sports,2,1726.51,3453.02
I145679,2023-01-20 11:58:37,C1914,P0120,Product_120,Food,3,1641.06,4923.18
I145680,2024-03-19 22:57:40,C2165,P0105,Product_105,Sports,2,2727.32,5454.64
I145681,2023-11-29 11:07:58,C2957,P0255,Product_255,Beauty,2,550.0,1100.0
I145682,2024-11-29 19:19:27,C6380,P0133,Product_133,Beauty,4,403.6,1614.4
I145683,2023-06-18 20:59:14,C3888,P0200,Product_200,Home,3,2350.63,7051.89
I145684,2024-08-12 11:27:52,C5719,P0284,Product_284,Electronics,4,327.25,1309.0
I145685,2023-11-03 13:06:56,C1239,P0005,Product_5,Clothing,2,510.25,1020.5
I145686,2024-02-09 06:39:22,C3250,P0227,Product_227,Food,5,2920.38,14601.9
I145687,2024-06-02 02:03:21,C8118,P0042,Product_42,Home,2,1510.77,3021.54
I145688,2023-12-19 03:50:22,C2366,P0206,Product_206,Sports,1,77.13,77.13
I145689,2024-06-13 06:50:14,C4285,P0250,Product_250,Home,1,2566.38,2566.38
I145690,2024-11-06 18:19:37,C3932,P0270,Product_270,Home,5,916.1,4580.5
I145691,2024-04-01 17:01:22,C2512,P0018,Product_18,Electronics,3,1598.03,4794.09
I145692,2024-09-14 07:14:12,C8249,P0132,Product_132,Sports,5,705.22,3526.1
I145693,2024-04-21 22:18:55,C4774,P0260,Product_260,Home,2,336.67,673.34
I145694,2024-11-30 03:41:31,C7693,P0234,Product_234,Electronics,1,1502.93,1502.93
I145695,2024-03-17 00:54:21,C3164,P0061,Product_61,Clothing,2,1196.6,2393.2
I145696,2024-11-24 06:42:05,C2220,P0019,Product_19,Electronics,6,1324.24,7945.44
I145697,2024-07-26 11:52:23,C5516,P0070,Product_70,Sports,3,2961.32,8883.96
I145698,2024-01-28 07:26:46,C4556,P0035,Product_35,Clothing,2,2898.61,5797.22
I145699,2023-09-04 23:47:00,C7885,P0048,Product_48,Electronics,3,1584.2,4752.6
I145700,2024-08-28 06:45:39,C6534,P0252,Product_252,Electronics,3,1186.04,3558.12
I145701,2023-05-27 12:25:20,C4115,P0240,Product_240,Beauty,4,572.48,2289.92
I145702,2024-08-11 15:25:17,C8422,P0056,Product_56,Beauty,3,2769.53,8308.59
I145703,2023-12-31 19:28:46,C2500,P0140,Product_140,Beauty,1,2916.76,2916.76
I145704,2024-08-18 14:10:45,C7603,P0185,Product_185,Beauty,5,810.93,4054.65
I145705,2024-12-12 02:23:11,C6470,P0155,Product_155,Food,3,2957.67,8873.01
I145706,2023-09-03 23:15:29,C3817,P0108,Product_108,Home,1,2278.88,2278.88
I145707,2023-01-18 23:31:50,C1909,P0110,Product_110,Clothing,1,277.09,277.09
I145708,2024-08-31 09:37:05,C6668,P0147,Product_147,Home,2,1848.21,3696.42
I145709,2024-01-12 21:25:48,C1418,P0064,Product_64,Clothing,2,1102.42,2204.84
I145710,2023-10-23 05:12:25,C5289,P0250,Product_250,Home,1,2566.38,2566.38
I145711,2024-08-02 08:50:20,C3977,P0232,Product_232,Beauty,1,1532.78,1532.78
I145712,2023-04-21 13:43:37,C5062,P0181,Product_181,Sports,3,1056.15,3168.45
I145713,2023-01-28 10:44:04,C2830,P0201,Product_201,Electronics,1,1943.99,1943.99
I145714,2023-12-21 00:21:41,C5329,P0077,Product_77,Clothing,3,2325.25,6975.75
I145715,2024-01-11 19:50:03,C2576,P0175,Product_175,Sports,1,1953.26,1953.26
I145716,2024-05-31 11:28:23,C5538,P0206,Product_206,Sports,1,77.13,77.13
I145717,2024-08-06 10:43:40,C6856,P0281,Product_281,Sports,1,2675.52,2675.52
I145718,2023-01-19 06:16:56,C6545,P0189,Product_189,Home,2,1612.47,3224.94
I145719,2024-05-05 13:19:09,C3867,P0043,Product_43,Home,4,151.45,605.8
I145720,2024-05-06 19:04:25,C3855,P0281,Product_281,Sports,1,2675.52,2675.52
I145721,2023-02-24 06:34:31,C3396,P0027,Product_27,Sports,1,639.04,639.04
I145722,2023-02-23 05:25:52,C3803,P0004,Product_4,Sports,6,1816.04,10896.24
I145723,2024-10-04 09:58:20,C8819,P0084,Product_84,Home,2,237.5,475.0
I145724,2023-04-02 09:37:26,C1657,P0009,Product_9,Sports,2,1823.29,3646.58
I145725,2023-06-29 13:50:52,C3126,P0252,Product_252,Electronics,1,1186.04,1186.04
I145726,2024-04-10 18:35:38,C6176,P0055,Product_55,Food,3,1813.8,5441.4
I145727,2024-12-24 10:29:19,C7198,P0226,Product_226,Clothing,2,769.77,1539.54
I145728,2023-03-11 03:14:52,C4533,P0207,Product_207,Food,1,349.34,349.34
I145729,2024-07-10 03:09:30,C1335,P0125,Product_125,Clothing,5,722.41,3612.05
I145730,2024-05-23 02:44:24,C7538,P0005,Product_5,Clothing,1,510.25,510.25
I145731,2024-12-11 04:18:53,C5944,P0022,Product_22,Beauty,2,461.51,923.02
I145732,2024-12-19 04:03:39,C7748,P0132,Product_132,Sports,1,705.22,705.22
I145733,2023-08-10 15:33:37,C8445,P0160,Product_160,Sports,1,2198.24,2198.24
I145734,2024-12-23 07:33:04,C6126,P0085,Product_85,Sports,1,967.4,967.4
I145735,2024-08-29 10:16:27,C1662,P0140,Product_140,Beauty,1,2916.76,2916.76
I145736,2023-01-30 02:47:32,C5789,P0214,Product_214,Beauty,3,711.59,2134.77
I145737,2024-10-02 12:36:11,C2901,P0285,Product_285,Electronics,1,1755.93,1755.93
I145738,2024-04-19 06:38:34,C3655,P0034,Product_34,Beauty,4,2849.21,11396.84
I145739,2023-12-07 14:56:59,C1768,P0020,Product_20,Home,1,909.13,909.13
I145740,2024-06-03 21:55:23,C1642,P0132,Product_132,Sports,3,705.22,2115.66
I145741,2024-03-04 03:51:27,C4904,P0047,Product_47,Food,1,969.55,969.55
I145742,2024-06-28 13:08:54,C6452,P0139,Product_139,Home,2,1122.71,2245.42
I145743,2023-07-11 22:31:53,C8388,P0094,Product_94,Beauty,2,1705.77,3411.54
I145744,2024-12-17 22:17:26,C8562,P0092,Product_92,Sports,2,2154.07,4308.14
I145745,2023-02-25 23:10:52,C3493,P0196,Product_196,Electronics,1,1080.17,1080.17
I145746,2023-11-15 08:35:22,C3818,P0292,Product_292,Home,1,160.18,160.18
I145747,2024-05-12 22:25:21,C7789,P0181,Product_181,Sports,5,1056.15,5280.75
I145748,2023-08-07 01:35:06,C3928,P0278,Product_278,Food,1,1967.39,1967.39
I145749,2024-10-12 15:03:32,C3561,P0113,Product_113,Electronics,2,2792.61,5585.22
I145750,2024-05-01 01:21:16,C7191,P0047,Product_47,Food,1,969.55,969.55
I145751,2023-06-12 01:14:48,C6605,P0111,Product_111,Food,1,904.77,904.77
I145752,2023-05-19 10:28:20,C2801,P0094,Product_94,Beauty,2,1705.77,3411.54
I145753,2023-12-15 16:03:19,C6641,P0041,Product_41,Clothing,2,410.01,820.02
I145754,2024-08-02 14:56:05,C4717,P0070,Product_70,Sports,2,2961.32,5922.64
I145755,2023-08-28 15:39:12,C6722,P0073,Product_73,Electronics,1,66.29,66.29
I145756,2024-07-19 11:51:32,C1256,P0194,Product_194,Clothing,1,1917.65,1917.65
I145757,2024-04-08 22:16:00,C8567,P0162,Product_162,Electronics,4,1915.3,7661.2
I145758,2023-03-04 07:12:18,C7265,P0257,Product_257,Clothing,2,2811.66,5623.32
I145759,2023-07-28 04:09:21,C4423,P0032,Product_32,Home,2,553.05,1106.1
I145760,2023-03-02 04:10:35,C2111,P0169,Product_169,Clothing,1,170.29,170.29
I145761,2023-04-13 20:59:27,C4882,P0035,Product_35,Clothing,1,2898.61,2898.61
I145762,2024-10-26 22:35:56,C2527,P0286,Product_286,Food,2,156.03,312.06
I145763,2024-11-05 18:18:39,C5454,P0300,Product_300,Home,1,301.78,301.78
I145764,2023-01-26 09:49:27,C7923,P0231,Product_231,Food,2,2394.69,4789.38
I145765,2024-10-04 14:09:00,C1881,P0039,Product_39,Food,1,2068.49,2068.49
I145766,2024-05-12 00:28:25,C4405,P0166,Product_166,Sports,1,2514.14,2514.14
I145767,2024-06-08 09:00:10,C4732,P0002,Product_2,Electronics,5,2854.61,14273.05
I145768,2023-01-26 18:18:53,C2636,P0175,Product_175,Sports,2,1953.26,3906.52
I145769,2024-07-14 07:39:42,C3027,P0223,Product_223,Sports,2,326.34,652.68
I145770,2023-04-15 15:01:36,C4623,P0220,Product_220,Home,3,2555.21,7665.63
I145771,2023-04-13 03:52:02,C3049,P0209,Product_209,Beauty,2,64.93,129.86
I145772,2024-03-06 05:35:55,C4156,P0220,Product_220,Home,1,2555.21,2555.21
I145773,2023-12-07 05:12:47,C1782,P0216,Product_216,Clothing,2,749.88,1499.76
I145774,2024-03-29 21:40:13,C7909,P0244,Product_244,Home,1,1141.97,1141.97
I145775,2024-01-12 21:45:11,C2150,P0277,Product_277,Food,1,2404.97,2404.97
I145776,2024-02-04 05:12:33,C7929,P0066,Product_66,Home,1,1650.95,1650.95
I145777,2023-02-27 07:47:30,C1711,P0107,Product_107,Electronics,3,1260.63,3781.89
I145778,2024-01-04 05:10:10,C6470,P0172,Product_172,Food,2,98.93,197.86
I145779,2023-12-05 11:47:05,C3600,P0223,Product_223,Sports,1,326.34,326.34
I145780,2023-09-18 06:23:01,C7803,P0022,Product_22,Beauty,1,461.51,461.51
I145781,2023-08-07 10:07:45,C4896,P0145,Product_145,Home,2,890.28,1780.56
I145782,2023-01-17 02:59:56,C4068,P0294,Product_294,Food,4,1112.56,4450.24
I145783,2024-07-06 21:49:17,C8891,P0300,Product_300,Home,5,301.78,1508.9
I145784,2023-06-21 09:39:57,C4466,P0050,Product_50,Clothing,1,595.32,595.32
I145785,2024-02-22 00:15:00,C6891,P0078,Product_78,Food,1,268.43,268.43
I145786,2023-03-05 20:41:53,C6913,P0021,Product_21,Home,1,1854.97,1854.97
I145787,2024-05-19 04:13:26,C7246,P0144,Product_144,Electronics,3,937.59,2812.77
I145788,2024-12-10 12:00:40,C8122,P0134,Product_134,Food,1,1045.96,1045.96
I145789,2023-05-11 01:09:15,C7120,P0098,Product_98,Food,1,1311.25,1311.25
I145790,2023-05-05 14:12:36,C2366,P0246,Product_246,Electronics,1,2788.54,2788.54
I145791,2023-03-14 04:34:49,C7234,P0282,Product_282,Sports,1,1047.09,1047.09
I145792,2023-10-10 13:30:03,C4484,P0207,Product_207,Food,5,349.34,1746.7
I145793,2024-06-07 01:33:05,C3108,P0251,Product_251,Electronics,2,918.62,1837.24
I145794,2024-08-19 15:05:35,C8233,P0173,Product_173,Electronics,3,1560.67,4682.01
I145795,2023-05-06 04:56:43,C1831,P0115,Product_115,Beauty,4,1918.54,7674.16
